ID,SEQ,CONC
0,8.797645568847656e-05,0.0009021759033203125
1,7.486343383789062e-05,0.0006704330444335938
2,7.915496826171875e-05,0.0004284381866455078
3,6.580352783203125e-05,0.0008573532104492188
4,0.00011849403381347656,0.0008726119995117188
5,7.772445678710938e-05,0.0004982948303222656
6,5.316734313964844e-05,0.0008411407470703125
7,8.7738037109375e-05,0.0005428791046142578
8,8.869171142578125e-05,0.0008513927459716797
9,7.557868957519531e-05,0.0020787715911865234
10,7.867813110351562e-05,0.0003185272216796875
11,7.128715515136719e-05,0.00030732154846191406
12,7.224082946777344e-05,0.00032591819763183594
13,6.67572021484375e-05,0.00027871131896972656
14,6.556510925292969e-05,0.0002751350402832031
15,6.246566772460938e-05,0.00034618377685546875
16,5.316734313964844e-05,0.0002613067626953125
17,5.2928924560546875e-05,0.0002548694610595703
18,5.269050598144531e-05,0.00025081634521484375
19,5.269050598144531e-05,0.0002510547637939453
