ID,SEQ,CONC
0,0.0028455257415771484,0.0056955814361572266
1,0.002497434616088867,0.004205465316772461
2,0.0024564266204833984,0.0039882659912109375
3,0.002475738525390625,0.00391387939453125
4,0.0024814605712890625,0.004801750183105469
5,0.002834320068359375,0.004976511001586914
6,0.002457857131958008,0.0055217742919921875
7,0.003351449966430664,0.005832672119140625
8,0.0025207996368408203,0.0039942264556884766
9,0.003221273422241211,0.00477290153503418
10,0.002459287643432617,0.004096508026123047
11,0.002488374710083008,0.003992557525634766
12,0.002499103546142578,0.003936052322387695
13,0.0024566650390625,0.005369424819946289
14,0.0025396347045898438,0.005384206771850586
15,0.002517223358154297,0.004303693771362305
16,0.0025529861450195312,0.0040225982666015625
17,0.0024917125701904297,0.004765748977661133
18,0.0026040077209472656,0.004617214202880859
19,0.002457141876220703,0.004092216491699219
