ID,SEQ,CONC
0,0.0008788108825683594,0.0026078224182128906
1,0.00043654441833496094,0.0009441375732421875
2,0.00038743019104003906,0.0008897781372070312
3,0.00036263465881347656,0.0008227825164794922
4,0.0004076957702636719,0.0008637905120849609
5,0.0003597736358642578,0.0008211135864257812
6,0.0003604888916015625,0.0008020401000976562
7,0.0003597736358642578,0.0007967948913574219
8,0.0003330707550048828,0.0008461475372314453
9,0.00036025047302246094,0.0007929801940917969
10,0.00036072731018066406,0.000789642333984375
11,0.0003600120544433594,0.0008084774017333984
12,0.0003669261932373047,0.0008723735809326172
13,0.0003597736358642578,0.0007932186126708984
14,0.00036072731018066406,0.0007929801940917969
15,0.0003604888916015625,0.000820159912109375
16,0.0003612041473388672,0.0007946491241455078
17,0.00036144256591796875,0.0007932186126708984
18,0.00036144256591796875,0.0008141994476318359
19,0.0003616809844970703,0.0008003711700439453
